doi_for_lookup,openalex_id,openalex_title,openalex_is_retracted,openalex_lookup_status,openalex_error,last_checked_at,next_check_at
10.1016/j.fsi.2025.110914,https://openalex.org/W4415012570,Virus-inclusive single nucleus RNA-sequencing reveals two distinct endothelial response patterns in infectious salmon anaemia,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fsi.2025.110936,https://openalex.org/W4415054620,Stress and immune response to centrifugal pumping of Salmo salar in an industrial recirculating aquaculture system: A case study,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fsi.2025.111089,https://openalex.org/W7116759194,A. salmonicida infection inhibits rainbow trout gill mucin production,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fsi.2026.111207,https://openalex.org/W7128591580,Bacillus subtilis spores influence the capacity of rainbow trout leukocytes to respond to a posterior viral encounter,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fsi.2026.111266,https://openalex.org/W7134894883,"Trout granulomatous virus (TGV) infection is associated with disruption of gill morphology, endothelial damage, and local gill immune responses in rainbow trout",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fsi.2026.111283,https://openalex.org/W7139947425,Rearing substrate modulates mealworm (Tenebrio molitor) bioactivity: Implications for rainbow trout (Oncorhynchus mykiss) innate immune and oxidative status,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fsi.2026.111288,https://openalex.org/W7139955137,Transmission and host response of Atlantic salmon to Moritella viscosa in winter ulcer disease,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fsi.2026.111296,https://openalex.org/W7140178737,Characterisation of eicosanoid-regulating genes in Atlantic salmon: insights into the control of pro-inflammatory and anti-inflammatory lipid mediators,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fufo.2024.100509,https://openalex.org/W4404632688,Rainbow trout (Oncorhynchus mykiss) proteins as a source of antioxidant peptides with promising anticancer activity,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fufo.2025.100747,https://openalex.org/W4413333434,Commercial sea cage farming assessment of sustainable diets on growth performance and fillet quality of gilthead sea bream and European sea bass,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.fufo.2025.100857,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.geoforum.2026.104723,https://openalex.org/W7165735110,Multi-scalar legitimation dynamics in sectoral reconfigurations – The case of aquaculture in Norway,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.hal.2024.102709,https://openalex.org/W4401630114,Optimal growth conditions of the haptophyte Chrysochromulina leadbeateri causing massive fish mortality in Northern Norway,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.hal.2024.102797,https://openalex.org/W4406070283,The cytotoxicity of the haptophyte Chrysochromulina leadbeateri towards the Atlantic salmon gill cell line ASG-10,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.ifacol.2024.10.072,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.ijpara.2026.104799,https://openalex.org/W7125578417,Identification of Chaetozone setosa (Cirratulidae) as the definitive host in the life cycle of Parvicapsula pseudobranchicola infecting Atlantic salmon (Salmo salar),FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.ijpe.2025.109726,https://openalex.org/W4411968000,Forecasting and managing price volatility in salmon production: A hybrid system using conformal prediction and dynamic hedging,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.indic.2025.100983,https://openalex.org/W4415319877,Integrating spatially social and ecological indicators in evaluating the potential impact of salmon farming,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.indic.2026.101355,https://openalex.org/W7163202282,Early-warning detection of Flavobacterium psychrophilum spillover from fish farms using environmental DNA,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.insi.2026.100178,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.jafr.2025.101933,https://openalex.org/W4409534628,Nutrients and contaminants in farmed Atlantic salmon (Salmo salar) fillet and fish feed from 2006 to 2021,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jchromb.2025.124860,https://openalex.org/W4416556794,Coupling complementary sample preparation methods and two-dimensional gas chromatography mass spectrometry with novel data workflows to the case of pollution in and from salmon aquaculture,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jchromb.2025.124864,https://openalex.org/W4417076544,Pesticide residues in aquaculture salmon filet and feed: Quantitative and qualitative screening profiles of legacy and current-use pesticides using GC-EI-MS/MS and LC-ESI-IMS-QToF,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jcomm.2026.100570,https://openalex.org/W7165012448,Profit dynamics under environmental constraints: Evidence from the salmon farming industry,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jfca.2026.109320,https://openalex.org/W7164830983,Molecular identification of mislabeling in Atlantic salmon products across China: Proper species labeling is needed based on market investigation,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jfp.2025.100679,https://openalex.org/W4417497924,Administering a Bioprotective Strain to Live Fish in Aquaculture Prevents the Growth of Listeria and Spoilage Bacteria on the Processed Fillets,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jgeb.2025.100541,https://openalex.org/W4412700750,"A simplified, one step technique for disinfection of non-hardened rainbow trout eggs with tosylchloramide (Chloramine T) and peroxide (Wofasteril) compounds and the effects on bacterial load and microbiome composition in comparison to iodophore disinfection",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jhazmat.2025.139078,https://openalex.org/W4411682467,Wide scope screening and target quantification of per- and polyfluoroalkyl substances (PFAS) in feed and feed ingredients to farmed salmonids,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.jhazmat.2025.140543,https://openalex.org/W4416423535,Rare earth elements as emerging contaminants from Norwegian salmon farms: Contrasting bio-enrichment in mussels and kelp,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.lwt.2025.118361,https://openalex.org/W4413327930,Sensitive and visual detection for Atlantic salmon in processed foods using PCR-CRISPR/Cas12a system,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.marpol.2024.106470,https://openalex.org/W4403926436,"‘Turkish salmon’, Norwegian entrepreneurs, and the global salmon value chain",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.marpol.2024.106572,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.marpol.2025.106653,https://openalex.org/W4408149345,The social licence of salmon aquaculture in Tasmania: Fulfilling the social bargain,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.marpol.2025.106685,https://openalex.org/W4408557054,Plague or cholera? Stakeholder perspectives on Norwegian salmon farming regulations,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.marpol.2026.107086,https://openalex.org/W7130701375,Review of Tasmanian and international regulation and management of salmonid welfare in aquaculture,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.marpolbul.2025.118039,https://openalex.org/W4410012209,An approach for quantifying the influence of fish farm waste on hard-bottom habitats,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.marpolbul.2025.118173,https://openalex.org/W4410634593,Exploiting taxonomic information from metagenomes to infer bacterial bioindicators and environmental quality at salmon aquaculture installations,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.marpolbul.2025.118694,https://openalex.org/W4414335234,Shifts in prokaryotic communities and giant sulphur-oxidising bacteria in response to salmon aquaculture in sub-Antarctic marine sediments,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.nexus.2026.100656,https://openalex.org/W7128550449,Ozone nanobubble effects on early development of rainbow trout (Oncorhynchus mykiss) and rearing-water microbial communities in a flow-through hatchery,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.nfs.2025.100259,https://openalex.org/W7117575315,"Comparative evaluation of coated and uncoated rainbow trout (Oncorhynchus mykiss) fillets treated with phycocyanin: Antioxidant, antimicrobial, and shelf-life properties",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.oceaneng.2025.122993,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.ocecoaman.2024.107510,https://openalex.org/W4405665053,"Using Public Participation GIS (PPGIS) to relate local concerns over growth in tourism and aquaculture to integrated coastal zone management in the Tromsø region, Norway",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.peg.2024.100027,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.prevetmed.2024.106405,https://openalex.org/W4405348835,A salmon lice prediction model,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.prevetmed.2025.106512,https://openalex.org/W4408348456,"The use of data for health and welfare management of farmed salmons in Norway, Scotland, and Ireland",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.prevetmed.2025.106667,https://openalex.org/W4413759264,Network of ship movements and its potential in spreading pathogenic infectious salmon anemia virus among Norwegian fish farms,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.prevetmed.2025.106730,https://openalex.org/W4415551474,"Qualitative insights into vaccine hesitancy among striped catfish (Pangasianodon hypophthalmus) farmers in the Mekong Delta, Vietnam",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.procs.2024.09.574,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.rcradv.2025.200256,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.rineng.2026.110736,https://openalex.org/W7160207419,A data-driven predictive modelling of delousing treatment events in Norwegian salmon farming using machine learning,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.rvsc.2026.106271,https://openalex.org/W7162240346,The first detection of infectious hematopoietic necrosis virus (IHNV) genogroup U in western Europe in the first IHNV outbreak in Finland,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.scitotenv.2025.180770,https://openalex.org/W4415695060,Toxicological impact of dietary exposure to polypropylene microplastics in Atlantic salmon (Salmo salar),FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.scitotenv.2026.181799,https://openalex.org/W7154681073,"Effects of emamectin benzoate spiked sediment on adult, larval and post-larval stages of the American lobster (Homarus americanus)",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.tibtech.2026.01.015,https://openalex.org/W7132832645,Codon-optimized base editors enable efficient base substitution in Atlantic salmon,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.vaccine.2026.128403,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.vaccine.2026.128512,https://openalex.org/W7140158281,DNA vaccination against viral hemorrhagic septicemia virus (VHSV) affects the capacity of kidney leukocytes to respond to a posterior viral encounter,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.vas.2026.100579,https://openalex.org/W7125697099,Natural cold freshwater temperatures and light regimes in Atlantic salmon smolt production can improve the sea phase performance,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.watbs.2024.100313,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1016/j.ygeno.2025.111017,https://openalex.org/W4407909576,Molecular regulation of cardiomyocyte functions by exogenous hydrogen sulphide in Atlantic salmon (Salmo salar),FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1016/j.ygeno.2025.111162,https://openalex.org/W4416827397,Divergent miRNA-mRNA networks contribute to tissue-specific lipid homeostasis in triploid rainbow trout skeletal muscle during high-lipid diet challenge,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1017/9781009521581.007,https://openalex.org/W4414149446,Indigenous Land Rights in Chile,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1017/s0007114525105175,https://openalex.org/W4414412709,Muscle hyperplasia and hypertrophy dynamics in rainbow trout ( Oncorhynchus mykiss ): impact of high plant-based protein and additive mixtures on muscle physiology,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1017/s0022149x26101321,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1017/s0031182025101029,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1017/s174217052610026x,https://openalex.org/W7128435636,"Housefly larvae as a protein source in rainbow trout diet: impact on growth, carcass composition and the gut microbiome",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1021/acs.jafc.5c07909,https://openalex.org/W4415435897,Broadly Sourced Alternative Proteins Alter Muscle Metabolome While Maintaining Sensory Quality in Rainbow Trout ( Oncorhynchus mykiss ),FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1021/acs.jafc.5c07909.s001,https://openalex.org/W7110878401,Broadly Sourced Alternative Proteins Alter Muscle Metabolome While Maintaining Sensory Quality in Rainbow Trout (Oncorhynchus mykiss),FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1021/acsomega.4c10562,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1038/s41437-024-00727-9,https://openalex.org/W4403147597,Chromosomal aberrations and early mortality in a non-mammalian vertebrate: example from pressure-induced triploid Atlantic salmon,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41541-025-01222-w,https://openalex.org/W4412573603,Development of an mRNA vaccine encoding IHNV glycoprotein protects rainbow trout (Oncorhynchus mykiss) from infection,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41597-025-05653-x,https://openalex.org/W4412779950,Sea lice infestation dataset for wild and farmed salmon populations on the Pacific coast of Canada (2001–2023),FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41597-026-06832-0,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1038/s41598-024-83250-5,https://openalex.org/W4405865764,Infectious agent release and Pacific salmon exposure at Atlantic salmon farms revealed by environmental DNA,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-024-83876-5,https://openalex.org/W4405900500,"Spatiotemporal patterns of mortality events in farmed Atlantic salmon in British Columbia, Canada, using publicly available data",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-00630-1,https://openalex.org/W4410260782,"Estimation of dietary copper requirements of Coho salmon Oncorhynchus kisutch (Walbaum, 1792), and effects on the growth performance, tissue Cu content, antioxidant capacity and hematological parameters",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-11426-8,https://openalex.org/W4412437804,Anatomical site and environmental exposure differentially shape the microbiota across mucosal tissues in rainbow trout (Oncorhynchus mykiss),FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-12697-x,https://openalex.org/W4413108404,Measured oxygen levels in Norwegian waters and implications for future offshore Atlantic salmon aquaculture,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-18210-8,https://openalex.org/W4414779974,"Effects of temporal, geographical and environmental factors on salmon lice (Lepeophtheirus salmonis) levels of Atlantic salmon (Salmo salar) in Ireland",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-20628-z,https://openalex.org/W4415383386,The greenhouse gas emissions of the most remarkable Finnish fish product chains,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-21970-y,https://openalex.org/W4415699275,"First field evidence of aerosolised SGPV, ISAV-HPR0, and IPNV in Atlantic salmon RAS highlights transmission and biosecurity risks",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-26485-0,https://openalex.org/W4415991248,Extensive fecal cast production and growth of Vibrionaceae in heat-stressed Atlantic salmon post-smolts,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-30342-5,https://openalex.org/W4416893874,Triploid Atlantic salmon are physiologically disadvantaged at larger body sizes,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-87658-5,https://openalex.org/W4406886915,Generation of IgM+ B cell-deficient Atlantic salmon (Salmo salar) by CRISPR/Cas9-mediated IgM knockout,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-90118-9,https://openalex.org/W4407690938,Applying deep learning and the ecological home range concept to document the spatial distribution of Atlantic salmon parr (Salmo salar L.) in experimental tanks,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-025-97483-5,https://openalex.org/W4409559105,Activation profile of the Atlantic salmon (Salmo salar) calcium-sensing receptor (Casr) by selected L-amino acids,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-36370-z,https://openalex.org/W7125919799,Correction: A novel high-throughput qPCR chip for solving co-infections in RAS farmed rainbow trout,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-39028-y,https://openalex.org/W7128303899,An aquaculture simulator for rainbow trout (Oncorhynchus mykiss) based on a fish schooling behavioral model and a dynamic energy budget,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-42939-5,https://openalex.org/W7134912784,Intestinal morphology and host‑ and system‑associated microbiome dynamics during short‑term fasting and refeeding of Atlantic salmon in recirculating aquaculture systems,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-44702-2,https://openalex.org/W7152436572,Environmental enrichment as an immunostimulant for rainbow trout aquaculture,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-45539-5,https://openalex.org/W7140469666,Stable isotope analysis suggests nutrient connectivity between salmon and kelp within a commercial scale open coast integrated multi-trophic aquaculture system,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-48791-x,https://openalex.org/W7154232836,Integrated approaches for pathogen monitoring and shotgun metagenomic analysis in Atlantic salmon farming,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-50038-8,https://openalex.org/W7156200866,Molecular characterization and pathogenicity of Klebsiella pneumoniae species complex associated with mass mortality of Oncorhynchus mykiss in the Ladakh trans-himalayas,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-51626-4,https://openalex.org/W7160722406,Interplay between disinfection and the enigmatic diplomonad parasite Spironucleus salmonicida in Atlantic salmon,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-55144-1,https://openalex.org/W7163212677,A cold manipulation of rainbow trout (Oncorhynchus mykiss) at eyed-stage has few impacts on hepatic lipid metabolism in juveniles,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s41598-026-57517-y,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1038/s42003-026-10264-2,https://openalex.org/W7161787047,Ecological dynamics of the Atlantic salmon gut microbiota across developmental phases and geographic regions,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s43016-025-01236-6,https://openalex.org/W4414886543,The origins of aquaculture feed ingredients matter more than composition for aquafeed environmental footprint assessments,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s43247-025-02618-1,https://openalex.org/W4413041024,Drivers of the summer 2024 marine heatwave and record salmon lice outbreak in northern Norway,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s44183-025-00180-z,https://openalex.org/W7117123182,Observations of mariculture associated N2O loss: a need for system specific studies,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1038/s44454-026-00043-3,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1051/bioconf/202517918002,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1051/bioconf/202518102010,https://openalex.org/W4411459876,Thyroxine and triiodothyronine concentrations in juvenile Oncorhynchus mykiss when supplementing the diet with organomineral chelate complexes,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1079/9781800628748.0006,https://openalex.org/W7157634008,Loma salmonae and Related Species,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1079/9781800628748.0011,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1079/9781800628748.0021,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1079/animalsciencecases.2025.0029,https://openalex.org/W4417456626,Integrating Industry Co-Products and By-Products into Farmed Insect Diets to Build a Circular Economy Framework,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1079/animalsciencecases.2026.0005,https://openalex.org/W7143509367,Combined Vaccination and Bacillus circulans Supplementation in Rainbow Trout Challenged with Yersinia ruckeri : A Case Study,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1079/protocolrxiv.2025.00005,https://openalex.org/W4408247375,The state of evidence on salmon farming: protocol for an umbrella review,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/07420528.2025.2510505,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1080/08927014.2024.2430353,https://openalex.org/W4405323040,"Factors affecting the spatial and temporal distribution of biofouling communities on Atlantic salmon ( Salmo salar ) farms: insights from the Broughton Archipelago, British Columbia, Canada",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/09654313.2024.2424904,https://openalex.org/W4405019736,Identifying multiple configurations in global innovation system (GIS): lessons from the salmon farming industry,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/10454438.2026.2662939,https://openalex.org/W7160524691,"Season predominates over sex as a key driver of blood chemistry in raceway-reared rainbow trout, ( Oncorhynchus mykiss )",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/1059924x.2024.2446256,https://openalex.org/W4405790288,Incorporating occupational health and safety into One Health approaches to aquaculture,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/1059924x.2025.2450057,https://openalex.org/W4406129781,Between the Devil and the Deep Blue Sea: Work Safety for Contractors in Norwegian Fish Farming,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/10888705.2025.2507044,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1080/11287462.2025.2593707,https://openalex.org/W4416986078,A minimal One Health approach? Lessons from the salmon aquaculture crisis in Chile,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2025.2456072,https://openalex.org/W4406928295,"Spatial density, externalities, and productivity of salmon aquaculture farms",FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2025.2475043,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1080/13657305.2025.2478909,https://openalex.org/W4408756311,Salmon futures prices as forecasts,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2025.2540088,https://openalex.org/W4412930044,Balancing act: How compliance and stringency of environmental regulations affect production growth in the Atlantic Salmon farming industry,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2025.2602481,https://openalex.org/W4417333672,Norwegian aquaculture management and non-point source pollution,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2025.2603578,https://openalex.org/W7116130013,The impact of tax uncertainty on offshore salmon farming,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2026.2627394,https://openalex.org/W7128920922,The impact of eco-certifications on the price of salmon products,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2026.2630910,https://openalex.org/W7134034888,Preferences for sustainable transitions in Chilean land-based salmon farming: RAS vs. NbS,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2026.2630914,https://openalex.org/W7133722627,Can domestic aquaculture compete? Consumer willingness to pay and cost benchmarks in the Arabian peninsula,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/13657305.2026.2660912,,,FALSE,failed,HTTP 504 Gateway Timeout.,2026-08-24T15:52:11Z,2026-08-25T15:52:11Z
10.1080/14486563.2025.2560817,https://openalex.org/W4414409352,Environment protections have gone backwards: a case study in industry-specific reforms that undermine regulatory effectiveness and adaptation,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/1828051x.2025.2573414,https://openalex.org/W4415769506,Nutritional evaluation of partially defatted Hermetia illucens meal in rainbow trout ( Oncorhynchus mykiss) diets under commercial-like conditions,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
10.1080/23308249.2024.2433581,https://openalex.org/W4405476411,Assessing the Benefits and Challenges of Recirculating Aquaculture Systems (RAS) for Atlantic Salmon Production,FALSE,matched,,2026-08-24T15:52:11Z,2026-11-22T15:52:11Z
